Property Name,Portfolio Manager ID,Portfolio Manager Meter ID,Meter Name,Meter Type,Units,First Day of First Meter Entry,Last Day of Last Meter Entry
TPS Station #54,34999170,190110541,AUTO_TPS Station #54-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Marian Engel Park,34999873,190110553,AUTO_Marian Engel Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Traffic Control Signals,35000590,190110554,AUTO_Traffic Control Signals-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Traffic Services and Garage,35000291,190110560,AUTO_Traffic Services and Garage-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Traffic Services and Garage,35000291,190110561,AUTO_Traffic Services and Garage-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Trinity Substation,35000770,190110582,AUTO_Trinity Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Markdale Preschool,34999233,190110584,AUTO_Markdale Preschool-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Markdale Preschool,34999233,190110585,AUTO_Markdale Preschool-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
True Davidson Acres,34999531,190110589,AUTO_True Davidson Acres-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
True Davidson Acres,34999531,190110590,AUTO_True Davidson Acres-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Marlborough Parkette,34999875,190110600,AUTO_Marlborough Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2021-04-14 00:00:00
Martingrove Gardens Park,34999877,190110625,AUTO_Martingrove Gardens Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Mary McCormick Recreation Centre,34999463,190110634,AUTO_Mary McCormick Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-09-30 00:00:00
Mary McCormick Recreation Centre,34999463,190110635,AUTO_Mary McCormick Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Marylin Bell Park Water Equipment Shed,35000515,190110643,AUTO_Marylin Bell Park Water Equipment Shed-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Maryvale Library,35000342,190110660,AUTO_Maryvale Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Maryvale Library,35000342,190110661,AUTO_Maryvale Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
McAllister Park,34999881,190110704,AUTO_McAllister Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
TTC Various,35000771,190110710,AUTO_TTC Various-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
TTC Various Locations,35000772,190110714,AUTO_TTC Various Locations-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
McCleary Park,34999882,190110729,AUTO_McCleary Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
McCowan District Park,34999883,190110731,AUTO_McCowan District Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2016-09-01 00:00:00,2024-10-01 00:00:00
McCowan District Park,34999883,190110732,AUTO_McCowan District Park-Natural Gas,Natural Gas,cm (cubic meters),2016-10-28 00:00:00,2024-10-01 00:00:00
McCowan Substation,35000723,190110746,AUTO_McCowan Substation-Natural Gas,Natural Gas,cm (cubic meters),2018-10-17 00:00:00,2024-10-01 00:00:00
McCowan Substation,35000723,190110747,AUTO_McCowan Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
McGregor Park Community Centre,34999415,190110803,AUTO_McGregor Park Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
McGregor Park Community Centre,34999415,190110804,AUTO_McGregor Park Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
McNicoll Bus Garage,35000724,190110829,AUTO_McNicoll Bus Garage-Natural Gas,Natural Gas,cm (cubic meters),2020-06-15 00:00:00,2024-10-01 00:00:00
McNicoll Bus Garage,35000724,190110830,AUTO_McNicoll Bus Garage-Electric,Electric - Grid,kWh (thousand Watt-hours),2020-06-01 00:00:00,2024-10-01 00:00:00
McNicoll Park,34999884,190110836,AUTO_McNicoll Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Meadowvale Loop,35000725,190110867,AUTO_Meadowvale Loop-Electric,Electric - Grid,kWh (thousand Watt-hours),2018-02-21 00:00:00,2024-11-01 00:00:00
Mel Lastman Square,34999885,190110872,AUTO_Mel Lastman Square-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Memorial Park,34999886,190110878,AUTO_Memorial Park-Natural Gas,Natural Gas,cm (cubic meters),2014-12-01 00:00:00,2024-11-01 00:00:00
Memorial Park,34999886,190110879,AUTO_Memorial Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Memorial Pool and Health Club,34999465,190110883,AUTO_Memorial Pool and Health Club-Natural Gas,Natural Gas,cm (cubic meters),Not Available,Not Available
Memorial Pool and Health Club,34999465,190110884,AUTO_Memorial Pool and Health Club-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Merton Yard & Sprint Office,35000517,190110895,AUTO_Merton Yard & Sprint Office-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Merton Yard & Sprint Office,35000517,190110896,AUTO_Merton Yard & Sprint Office-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Metro 27 Lighting,35000578,190110907,AUTO_Metro 27 Lighting-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
University Settlement,34999474,190110910,AUTO_University Settlement-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
University Settlement,34999474,190110912,AUTO_University Settlement-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Vaughan Metro Centre Station,35000774,190110935,AUTO_Vaughan Metro Centre Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2018-06-30 00:00:00,2024-10-31 00:00:00
Military Trail Sewage Pumping Station,35000405,190110937,AUTO_Military Trail Sewage Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Victoria Memorial Square Park,35000063,190110942,AUTO_Victoria Memorial Square Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Victoria Park & Ellesmere (NW),35000775,190110947,AUTO_Victoria Park & Ellesmere (NW)-Electric,Electric - Grid,kWh (thousand Watt-hours),2020-08-07 00:00:00,2024-11-01 00:00:00
Victoria Park Ave (Bingham Loop),35000777,190110977,AUTO_Victoria Park Ave (Bingham Loop)-Electric,Electric - Grid,kWh (thousand Watt-hours),2020-03-26 00:00:00,2024-11-01 00:00:00
Millwood Park,34999890,190110985,AUTO_Millwood Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Victoria Park Subway Stn,35000778,190110986,AUTO_Victoria Park Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Milner Parkette,34999891,190110989,AUTO_Milner Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Victoria Park Transfer Station,35000597,190110991,AUTO_Victoria Park Transfer Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Victoria Park Transfer Station,35000597,190110992,AUTO_Victoria Park Transfer Station-Oil #4,Fuel Oil (No. 4),Gallons (US),Not Available,Not Available
Victoria Park Transfer Station,35000597,190110993,AUTO_Victoria Park Transfer Station-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Vine Avenue Playground,35000066,190111047,AUTO_Vine Avenue Playground-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Mimico Library,35000344,190111049,AUTO_Mimico Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Mimico Library,35000344,190111050,AUTO_Mimico Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
W.H. Johnston Pumping Station,35000836,190111056,AUTO_W.H. Johnston Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Mimico Sewage Pumping Station,35000406,190111068,AUTO_Mimico Sewage Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Wallace Emerson Community Centre,34999420,190111073,AUTO_Wallace Emerson Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Wallace Emerson Community Centre,34999420,190111074,AUTO_Wallace Emerson Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Mitchell Field Community Centre,34999416,190111076,AUTO_Mitchell Field Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Mitchell Field Community Centre,34999416,190111077,AUTO_Mitchell Field Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Moatfield Farm Park,34999893,190111093,AUTO_Moatfield Farm Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Monarch Park,34999894,190111100,AUTO_Monarch Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Monarch Park,34999894,190111101,AUTO_Monarch Park-Natural Gas,Natural Gas,cm (cubic meters),Not Available,Not Available
Warden Ave Storm PS,35000548,190111102,AUTO_Warden Ave Storm PS-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-08-01 00:00:00,2024-11-01 00:00:00
Montclair Ave Parkette,34999897,190111122,AUTO_Montclair Ave Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2013-12-14 00:00:00,2024-11-01 00:00:00
Moorevale Park,34999898,190111150,AUTO_Moorevale Park-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Moorevale Park,34999898,190111151,AUTO_Moorevale Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Morningside Library,35000345,190111154,AUTO_Morningside Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Morningside Library,35000345,190111155,AUTO_Morningside Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Mount Dennis Community Centre,34999236,190111209,AUTO_Mount Dennis Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Mount Dennis Community Centre,34999236,190111210,AUTO_Mount Dennis Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Mount Dennis Early Learning & Child Care Centre,34999182,190111272,AUTO_Mount Dennis Early Learning & Child Care Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2016-09-26 00:00:00,2024-09-01 00:00:00
Mount Pleasant Library,35000347,190111367,AUTO_Mount Pleasant Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Mount Pleasant Library,35000347,190111368,AUTO_Mount Pleasant Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Muirhead Park,34999902,190111534,AUTO_Muirhead Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Murison Park,34999903,190111566,AUTO_Murison Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Museum Subway Stn,35000726,190111674,AUTO_Museum Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Nathan Phillips Square,34999904,190111802,AUTO_Nathan Phillips Square-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-06-01 00:00:00
Nathan Phillips Square,34999904,190111803,AUTO_Nathan Phillips Square-Steam,District Steam,kLbs. (thousand pounds),2010-01-01 00:00:00,2024-06-01 00:00:00
Nathan Phillips Square,34999904,190111804,AUTO_Nathan Phillips Square-Natural Gas,Natural Gas,cm (cubic meters),Not Available,Not Available
Neilson & Ellesmere (NE),35000727,190111830,AUTO_Neilson & Ellesmere (NE)-Electric,Electric - Grid,kWh (thousand Watt-hours),2020-02-12 00:00:00,2024-11-01 00:00:00
Neilson & Ellesmere (SW),35000728,190111868,AUTO_Neilson & Ellesmere (SW)-Electric,Electric - Grid,kWh (thousand Watt-hours),2020-04-19 00:00:00,2024-11-01 00:00:00
Neilson Park Creative Centre,34999281,190111957,AUTO_Neilson Park Creative Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Neilson Park Creative Centre,34999281,190111958,AUTO_Neilson Park Creative Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Neville Park Loop,35000729,190112101,AUTO_Neville Park Loop-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-05-01 00:00:00
Nightstar Park,34999906,190114334,AUTO_Nightstar Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2012-01-25 00:00:00,2024-11-01 00:00:00
Norman Jewison Park,34999907,190114534,AUTO_Norman Jewison Park-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
Norseman Community School and Pool,34999466,190114626,AUTO_Norseman Community School and Pool-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Norseman Community School and Pool,34999466,190114627,AUTO_Norseman Community School and Pool-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
North Queen St Storm Pumping Station,35000546,190115615,AUTO_North Queen St Storm Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
North Queen St Storm Pumping Station,35000546,190115616,AUTO_North Queen St Storm Pumping Station-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
North Toronto Lawn Bowling & Croquet Club,34999911,190115668,AUTO_North Toronto Lawn Bowling & Croquet Club-Natural Gas,Natural Gas,cm (cubic meters),2014-12-01 00:00:00,2023-10-24 00:00:00
North Toronto Lawn Bowling & Croquet Club,34999911,190115669,AUTO_North Toronto Lawn Bowling & Croquet Club-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
North Toronto Memorial Community Centre,34999467,190115847,AUTO_North Toronto Memorial Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
North Toronto Memorial Community Centre,34999467,190115849,AUTO_North Toronto Memorial Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
North York Admin Services,35000349,190116029,AUTO_North York Admin Services-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
North York Admin Services,35000349,190116030,AUTO_North York Admin Services-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
North York Civic Centre,34999124,190116143,AUTO_North York Civic Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-09-01 00:00:00
North York Civic Centre,34999124,190116144,AUTO_North York Civic Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-09-01 00:00:00
North York Memorial Hall,34999239,190116315,AUTO_North York Memorial Hall-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
North York Memorial Hall,34999239,190116316,AUTO_North York Memorial Hall-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Northcliffe Parkette,34999912,190116391,AUTO_Northcliffe Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-08-01 00:00:00,2024-11-01 00:00:00
Northern Elms Library,35000352,190116478,AUTO_Northern Elms Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Northern Elms Library,35000352,190116479,AUTO_Northern Elms Library-Natural Gas,Natural Gas,cm (cubic meters),2012-03-09 00:00:00,2024-01-01 00:00:00
Northern Linear Park,34999913,190116515,AUTO_Northern Linear Park-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
Warden Substation,35000779,190116851,AUTO_Warden Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Warden Subway Stn,35000780,190116853,AUTO_Warden Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
NY Central Pop-up Library,35000353,190116872,AUTO_NY Central Pop-up Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2017-05-20 00:00:00,2024-10-01 00:00:00
Oakdale Community Centre,34999242,190116893,AUTO_Oakdale Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Oakdale Community Centre,34999242,190116894,AUTO_Oakdale Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Oakvale Substation,35000731,190117041,AUTO_Oakvale Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Oakvale Substation,35000731,190117042,AUTO_Oakvale Substation-Natural Gas,Natural Gas,cm (cubic meters),2011-05-08 00:00:00,2024-11-01 00:00:00
Old City Hall,34999126,190117234,AUTO_Old City Hall-Chilled Water,District Chilled Water - Other,ton hours,2012-08-31 00:00:00,2024-10-31 00:00:00
Old City Hall,34999126,190117235,AUTO_Old City Hall-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Old City Hall,34999126,190117236,AUTO_Old City Hall-Steam,District Steam,kLbs. (thousand pounds),2010-01-01 00:00:00,2024-10-31 00:00:00
Old Mill Sewage Pumping Station,35000806,190117259,AUTO_Old Mill Sewage Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
Orde Substation,35000733,190117280,AUTO_Orde Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Oriole Community Centre,34999417,190117282,AUTO_Oriole Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Oriole Community Centre,34999417,190117283,AUTO_Oriole Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Oriole Yard,35000525,190117299,AUTO_Oriole Yard-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-12 00:00:00,2024-06-01 00:00:00
Oriole Yard,35000525,190117300,AUTO_Oriole Yard-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-06-01 00:00:00
Osgoode Subway Stn,35000734,190117305,AUTO_Osgoode Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Osler Walkway,34999926,190117333,AUTO_Osler Walkway-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-01-07 00:00:00,2024-11-01 00:00:00
